"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-09-25","0.00",,"54","59","48"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-09-26","0.35",,"56","60","52"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-09-27","0.00",,"59","63","56"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-09-28","0.00",,"58","61",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-09-29","0.00",,"57","61","49"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-09-30","0.00",,"58","63","53"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-01","0.00",,"57","60","54"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-02","0.06",,"60","63","56"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-03","0.00",,"59","63","57"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-04","0.02",,"58",,
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-05","0.45",,"55","62",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-06","0.13",,"54","59",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-07","0.00",,"52","58","44"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-08","0.03",,"52",,"50"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-09","0.08",,"50","56","47"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-10","0.06",,"48","54","43"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-11","0.02",,"47","53","40"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-12","0.02",,"48",,"38"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-13","0.00",,"47","56","40"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-14","0.01",,"45","51","39"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-15","0.00",,"45","51",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-16","0.01",,"43",,"31"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-17","0.00",,"44","52",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-18","0.02",,"44","52",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-19","0.01",,"45","52","33"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-20","0.01",,"48","51","45"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-21","0.09",,"54","58","48"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-22","0.00",,"54","58",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-23","0.11",,"51","54","45"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-24","0.09",,"51","54","47"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-25","0.00",,"53",,"48"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-26","0.51",,"49","52",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-27","0.00",,"48","52","44"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-28","0.13",,"49","54",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-29","0.00",,"45","53","41"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-30","0.01",,"48",,"39"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-10-31","0.10",,"50",,"40"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-01","0.11",,"52",,
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-02","0.16",,"57","61",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-03","0.22",,"48","54",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-04","0.06",,"47",,
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-05","0.08",,"51","54","47"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-06","0.02",,"52",,
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-07","0.00",,"49","52",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-08","0.00",,"44",,
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-09","0.00",,"46","49","32"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-10","0.00",,"48","50",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-11","0.00",,"44","47","43"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-12","0.00",,"46",,"43"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-13","0.00",,"46","50",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-14","0.08",,"45",,"39"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-15","0.06",,"53","56","47"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-16","0.15",,"49","54","45"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-17","0.04",,"51",,
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-18","0.09",,"53","54",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-19","0.11",,"45","53",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-20","0.05",,"40",,"35"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-21","0.07",,"47","50","35"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-22","0.21",,"46",,
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-23","0.14",,"45","48","42"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-24","0.07",,"48",,"45"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-25","0.09",,"48",,"45"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-26","0.03",,"43","49",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-27","0.00",,"33","44",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-28",,,"33","38","25"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-29","0.00",,"35","37","33"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-11-30","0.00",,"36",,"33"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-01","0.26",,"38",,"35"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-02","0.00",,"40","41","35"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-03","0.00",,"37","39","35"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-04","0.00",,"39",,"36"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-05","0.09",,"41",,"35"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-06","0.02",,"40",,"35"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-07","0.04",,"46","47",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-08","0.00",,"42","45",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-09","0.00",,"41",,"35"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-10","0.09",,"39","41",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-11","0.19",,"38",,"35"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-12","0.03",,"40",,"38"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-13","0.04",,"40","42",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-14","0.01",,"43",,"40"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-15","0.14",,"46",,
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-16","0.00",,"43","47","39"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-17","0.03",,"44",,"40"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-18","0.20",,"46",,"41"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-19","0.01",,"43","47","39"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-20","0.00",,"46",,"43"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-21","0.00",,"43","46","41"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-22","0.20",,"44","47","41"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-23","0.02",,"40","44",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-24","0.01",,"35","40",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-25","0.00",,"31","38",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-26","0.01",,"38",,"25"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-27","0.17",,"40","44",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-28","0.18",,"38",,"36"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-29","0.17",,"39","40","36"
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-30","0.14",,"37","40",
"DAM00006030","FLYVESTATION AALBORG, DA","2020-12-31","0.00",,"38","39","36"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-01","0.05",,"35","38",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-02","0.01",,"32","36","28"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-03","0.00",,"35",,"31"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-04",,,"33","35",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-05",,,"34",,
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-06","0.00",,"33",,"32"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-07","0.01",,"33",,"32"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-08","0.00",,"33",,"32"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-09","0.00",,"34",,
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-10","0.04",,"34","38",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-11","0.05",,"40","43","31"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-12","0.33",,"34","42","28"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-13","0.10",,"33",,
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-14","0.00",,"29","33",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-15","0.00",,"27",,
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-16","0.00",,"21","29",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-17","0.01",,"30",,"18"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-18","0.00",,"32","35","26"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-19","0.15",,"34",,"30"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-20","0.17",,"41","45","32"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-21","0.39",,"42","45","39"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-22","0.18",,"40","42",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-23","0.18",,"36","41","33"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-24","0.00",,"33","37","31"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-25","0.00",,"33",,
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-26","0.00",,"30","34","24"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-27","0.02",,"32","35","27"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-28","0.17",,"29","32",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-29","0.01",,"26",,"19"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-30","0.00",,"29",,"21"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-01-31","0.01",,"28","36","21"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-01","0.02",,"31","36","23"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-02","0.02",,"27","32","21"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-03","0.00",,"27","30",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-04","0.00",,"24","27",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-05","0.00",,"22","26",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-06","0.00",,"23","27",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-07","0.00",,"23","27","18"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-08","0.00",,"26","27",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-09",,,"25","27",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-10","0.00",,"23",,
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-13",,,"25",,"11"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-14","0.00",,"25","36","15"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-15","0.00",,"31","34","25"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-16","0.01",,"30",,"26"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-17","0.54",,"33",,"32"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-18","0.18",,"35","37","33"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-19","0.24",,"37",,"34"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-21","0.00",,"41","53",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-22","0.00",,"40","52","29"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-23","0.00",,"41",,"36"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-24","0.00",,"47","49","39"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-25","0.01",,"44","49",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-26","0.00",,"43","47",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-27","0.00",,"40","50","29"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-02-28","0.02",,"40","47","33"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-01","0.00",,"40","45","36"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-02","0.01",,"38",,"32"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-03","0.00",,"37","43",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-04","0.00",,"34","40",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-05","0.00",,"33",,"22"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-06","0.01",,"39","44","29"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-07","0.01",,"38",,
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-08","0.00",,"31","41","20"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-09","0.00",,"31","42","22"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-10","0.00",,"33","42","22"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-11","0.43",,"41",,"35"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-12","0.31",,"40","45",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-13","0.00",,"38","44",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-14","0.06",,"39","45","31"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-15","0.30",,"39","43",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-16","0.00",,"37","50","26"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-17","0.00",,"38","45","29"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-18","0.00",,"35",,"25"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-19",,,"35","39","27"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-20","0.00",,"42","49","30"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-21","0.01",,"42","47",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-22","0.00",,"41",,"28"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-23","0.00",,"42","47","39"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-24","0.01",,"45","52","40"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-25","0.00",,"44","51","37"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-26","0.00",,"46","54","37"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-27","0.03",,"42","50","36"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-28","0.19",,"44","46","38"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-29","0.20",,"48","50","44"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-30","0.02",,"51","57",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-03-31","0.00",,"48","54",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-01","0.05",,"44","51",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-02","0.00",,"43","52","33"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-03","0.00",,"40","49","32"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-04","0.00",,"43","50","33"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-05","0.09",,"38","45",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-06",,,"39","45",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-07","0.00",,"38","47","29"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-08","0.01",,"39","43","31"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-09","0.16",,"41","46",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-10","0.07",,"39","47",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-11","0.00",,"34","40","28"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-12","0.24",,"39","47","34"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-13","0.02",,"40","46","32"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-14","0.00",,"39","50","26"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-15","0.00",,"41","53","27"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-16","0.00",,"43","53","30"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-17","0.00",,"49",,"36"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-18","0.00",,"53",,
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-19","0.00",,"52","63","41"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-20","0.00",,"50","64","35"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-21","0.00",,"46","51",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-22","0.00",,"46","52",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-23","0.00",,"44","50","35"
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-24","0.00",,"41","49",
"DAM00006030","FLYVESTATION AALBORG, DA","2021-04-25","0.00",,"40","48","27"
"DA000025140","NORDBY FANO, DA","2010-01-01","0.00",,,"25","20"
"DA000025140","NORDBY FANO, DA","2010-01-02","0.02",,,"27","18"
"DA000025140","NORDBY FANO, DA","2010-01-03","0.24",,,"35","15"
"DA000025140","NORDBY FANO, DA","2010-01-04","0.08",,,"36","11"
"DA000025140","NORDBY FANO, DA","2010-01-05","0.17",,,"34","32"
"DA000025140","NORDBY FANO, DA","2010-01-06","0.00",,,"30","30"
"DA000025140","NORDBY FANO, DA","2010-01-07","0.00",,,"25","24"
"DA000025140","NORDBY FANO, DA","2010-01-08","0.00",,,"24","22"
"DA000025140","NORDBY FANO, DA","2010-01-09","0.00",,,"31","13"
"DA000025140","NORDBY FANO, DA","2010-01-10","0.00",,,"32","15"
"DA000025140","NORDBY FANO, DA","2010-01-11","0.00",,,"30","24"
"DA000025140","NORDBY FANO, DA","2010-01-12","0.00",,,"32","25"
"DA000025140","NORDBY FANO, DA","2010-01-13","0.00",,,"34","27"
"DA000025140","NORDBY FANO, DA","2010-01-14","0.00",,,"30","29"
"DA000025140","NORDBY FANO, DA","2010-01-15","0.00",,,"31","28"
"DA000025140","NORDBY FANO, DA","2010-01-16","0.00",,,"31","29"
"DA000025140","NORDBY FANO, DA","2010-01-17","0.19",,,"29","29"
"DA000025140","NORDBY FANO, DA","2010-01-18","0.17",,,"30","22"
"DA000025140","NORDBY FANO, DA","2010-01-19","0.00",,,"32","20"
"DA000025140","NORDBY FANO, DA","2010-01-20","0.02",,,"33","29"
"DA000025140","NORDBY FANO, DA","2010-01-21","0.00",,,"29","29"
"DA000025140","NORDBY FANO, DA","2010-01-22","0.00",,,"27","24"
"DA000025140","NORDBY FANO, DA","2010-01-23","0.00",,,"26","23"
"DA000025140","NORDBY FANO, DA","2010-01-24","0.00",,,"24","23"
"DA000025140","NORDBY FANO, DA","2010-01-25","0.00",,,"28","21"
"DA000025140","NORDBY FANO, DA","2010-01-26","0.00",,,"32","9"
"DA000025140","NORDBY FANO, DA","2010-01-27","0.20",,,"37","8"
"DA000025140","NORDBY FANO, DA","2010-01-28","0.16",,,"37","32"
"DA000025140","NORDBY FANO, DA","2010-01-29","0.00",,,"32","30"
"DA000025140","NORDBY FANO, DA","2010-01-30","0.02",,,"32","20"
"DA000025140","NORDBY FANO, DA","2010-01-31","0.00",,,"36","18"
"DA000025140","NORDBY FANO, DA","2010-02-01","0.00",,,"34","26"
"DA000025140","NORDBY FANO, DA","2010-02-02","0.20",,,"35","15"
"DA000025140","NORDBY FANO, DA","2010-02-03","0.01",,,"33","27"
"DA000025140","NORDBY FANO, DA","2010-02-04","0.00",,,"35","25"
"DA000025140","NORDBY FANO, DA","2010-02-05","0.00",,,"35","29"
"DA000025140","NORDBY FANO, DA","2010-02-06","0.00",,,"32","30"
"DA000025140","NORDBY FANO, DA","2010-02-07","0.00",,,"29","29"
"DA000025140","NORDBY FANO, DA","2010-02-08","0.00",,,"26","25"
"DA000025140","NORDBY FANO, DA","2010-02-09","0.00",,,"28","19"
"DA000025140","NORDBY FANO, DA","2010-02-10","0.00",,,"31","21"
"DA000025140","NORDBY FANO, DA","2010-02-11","0.00",,,"30","20"
"DA000025140","NORDBY FANO, DA","2010-02-12","0.00",,,"30","19"
"DA000025140","NORDBY FANO, DA","2010-02-13","0.00",,,"28","24"
"DA000025140","NORDBY FANO, DA","2010-02-14","0.01",,,"32","24"
"DA000025140","NORDBY FANO, DA","2010-02-15","0.00",,,"31","24"
"DA000025140","NORDBY FANO, DA","2010-02-16","0.00",,,"31","26"
"DA000025140","NORDBY FANO, DA","2010-02-17","0.00",,,"34","24"
"DA000025140","NORDBY FANO, DA","2010-02-18","0.16",,,"33","24"
"DA000025140","NORDBY FANO, DA","2010-02-19","0.17",,,"35","30"
"DA000025140","NORDBY FANO, DA","2010-02-20","0.05",,,"35","32"
"DA000025140","NORDBY FANO, DA","2010-02-21","0.12",,,"30","22"
"DA000025140","NORDBY FANO, DA","2010-02-22","0.00",,,"34","20"
"DA000025140","NORDBY FANO, DA","2010-02-23","0.00",,,"35","28"
"DA000025140","NORDBY FANO, DA","2010-02-24","0.09",,,"33","20"
"DA000025140","NORDBY FANO, DA","2010-02-25","0.00",,,"36","25"
"DA000025140","NORDBY FANO, DA","2010-02-26","0.28",,,"36","32"
"DA000025140","NORDBY FANO, DA","2010-02-27","0.02",,,"37","34"
"DA000025140","NORDBY FANO, DA","2010-02-28","0.35",,,"40","34"
"DA000025140","NORDBY FANO, DA","2010-03-01","0.00",,,"40","32"
"DA000025140","NORDBY FANO, DA","2010-03-02","0.07",,,"40","33"
"DA000025140","NORDBY FANO, DA","2010-03-03","0.02",,,"39","30"
"DA000025140","NORDBY FANO, DA","2010-03-04","0.00",,,"38","28"
"DA000025140","NORDBY FANO, DA","2010-03-05","0.17",,,"37","20"
"DA000025140","NORDBY FANO, DA","2010-03-06","0.03",,,"34","19"
"DA000025140","NORDBY FANO, DA","2010-03-07","0.02",,,"35","13"
"DA000025140","NORDBY FANO, DA","2010-03-08","0.00",,,"31","27"
"DA000025140","NORDBY FANO, DA","2010-03-09","0.00",,,"35","26"
"DA000025140","NORDBY FANO, DA","2010-03-10","0.00",,,"37","31"
"DA000025140","NORDBY FANO, DA","2010-03-11","0.00",,,"40","30"
"DA000025140","NORDBY FANO, DA","2010-03-12","0.00",,,"42","35"
"DA000025140","NORDBY FANO, DA","2010-03-13","0.00",,,"45","32"
"DA000025140","NORDBY FANO, DA","2010-03-14","0.02",,,"41","36"
"DA000025140","NORDBY FANO, DA","2010-03-15","0.00",,,"41","33"
"DA000025140","NORDBY FANO, DA","2010-03-16","0.00",,,"42","31"
"DA000025140","NORDBY FANO, DA","2010-03-17","0.02",,,"44","33"
"DA000025140","NORDBY FANO, DA","2010-03-18","0.04",,,"46","36"
"DA000025140","NORDBY FANO, DA","2010-03-19","0.02",,,"46","38"
"DA000025140","NORDBY FANO, DA","2010-03-20","0.43",,,"46","35"
"DA000025140","NORDBY FANO, DA","2010-03-21","0.00",,,"45","38"
"DA000025140","NORDBY FANO, DA","2010-03-22","0.05",,,"47","34"
"DA000025140","NORDBY FANO, DA","2010-03-23","0.00",,,"46","37"
"DA000025140","NORDBY FANO, DA","2010-03-24","0.00",,,"56","35"
"DA000025140","NORDBY FANO, DA","2010-03-25","0.02",,,"60","39"
"DA000025140","NORDBY FANO, DA","2010-03-26","0.01",,,"50","42"
"DA000025140","NORDBY FANO, DA","2010-03-27","0.00",,,"47","39"
"DA000025140","NORDBY FANO, DA","2010-03-28","0.02",,,"47","39"
"DA000025140","NORDBY FANO, DA","2010-03-29","0.00",,,"47","40"
"DA000025140","NORDBY FANO, DA","2010-03-30","0.15",,,"49","31"
"DA000025140","NORDBY FANO, DA","2010-03-31","0.01",,,"52","40"
"DA000025140","NORDBY FANO, DA","2010-04-01","0.09",,,"44","39"
"DA000025140","NORDBY FANO, DA","2010-04-02","0.08",,,"48","38"
"DA000025140","NORDBY FANO, DA","2010-04-03","0.36",,,"55","38"
"DA000025140","NORDBY FANO, DA","2010-04-04","0.20",,,"47","41"
"DA000025140","NORDBY FANO, DA","2010-04-05","0.02",,,"47","40"
"DA000025140","NORDBY FANO, DA","2010-04-06","0.00",,,"54","41"
"DA000025140","NORDBY FANO, DA","2010-04-07","0.00",,,"63","42"
"DA000025140","NORDBY FANO, DA","2010-04-08","0.00",,,"50","44"
"DA000025140","NORDBY FANO, DA","2010-04-09","0.00",,,"49","41"
"DA000025140","NORDBY FANO, DA","2010-04-10","0.00",,,"58","39"
"DA000025140","NORDBY FANO, DA","2010-04-11","0.00",,,"59","38"
"DA000025140","NORDBY FANO, DA","2010-04-12","0.00",,,"60","37"
"DA000025140","NORDBY FANO, DA","2010-04-13","0.00",,,"53","33"
"DA000025140","NORDBY FANO, DA","2010-04-14","0.00",,,"59","38"
"DA000025140","NORDBY FANO, DA","2010-04-15","0.00",,,"54","32"
"DA000025140","NORDBY FANO, DA","2010-04-16","0.00",,,"51","40"
"DA000025140","NORDBY FANO, DA","2010-04-17","0.00",,,"50","40"
"DA000025140","NORDBY FANO, DA","2010-04-18","0.00",,,"53","42"
"DA000025140","NORDBY FANO, DA","2010-04-19","0.00",,,"48","35"
"DA000025140","NORDBY FANO, DA","2010-04-20","0.24",,,"44","28"
"DA000025140","NORDBY FANO, DA","2010-04-21","0.02",,,"47","35"
"DA000025140","NORDBY FANO, DA","2010-04-22","0.00",,,"50","37"
"DA000025140","NORDBY FANO, DA","2010-04-23","0.00",,,"48","40"
"DA000025140","NORDBY FANO, DA","2010-04-24","0.00",,,"51","34"
"DA000025140","NORDBY FANO, DA","2010-04-25","0.01",,,"63","40"
"DA000025140","NORDBY FANO, DA","2010-04-26","0.05",,,"53","45"
"DA000025140","NORDBY FANO, DA","2010-04-27","0.00",,,"55","45"
"DA000025140","NORDBY FANO, DA","2010-04-28","0.00",,,"56","44"
"DA000025140","NORDBY FANO, DA","2010-04-29","0.12",,,"59","46"
"DA000025140","NORDBY FANO, DA","2010-04-30","0.09",,,"51","48"
"DA000025140","NORDBY FANO, DA","2010-05-01","0.16",,,"52","45"
"DA000025140","NORDBY FANO, DA","2010-05-02","0.00",,,"55","40"
"DA000025140","NORDBY FANO, DA","2010-05-03","0.00",,,"56","42"
